date,sec_id,quantity,avg_price,market_value,pnl
2018-12-10 15:30:00,000961.XSHE,64900,6.16,399784.0,0.0
2018-12-10 15:30:00,600009.XSHG,8000,49.61,396880.0,0.0
2018-12-10 15:30:00,601808.XSHG,42100,9.49,399529.0,0.0
2018-12-10 15:30:00,300251.XSHE,51000,7.83,399330.0,0.0
2018-12-10 15:30:00,600498.XSHG,14400,27.6,397440.0,0.0
2018-12-10 15:30:00,002466.XSHE,11900,33.44,397936.0,0.0
2018-12-10 15:30:00,002450.XSHE,42900,9.32,399828.0,0.0
2018-12-10 15:30:00,000503.XSHE,21100,18.91,399001.0,0.0
2018-12-10 15:30:00,601238.XSHG,38800,10.29,399251.99999999994,0.0
2018-12-10 15:30:00,300003.XSHE,16500,24.19,399135.0,0.0
2018-12-10 15:30:00,002625.XSHE,45800,8.72,399376.00000000006,0.0
2018-12-10 15:30:00,601021.XSHG,11800,33.88,399784.00000000006,0.0
2018-12-10 15:30:00,601958.XSHG,65800,6.07,399406.0,0.0
2018-12-10 15:30:00,000963.XSHE,14400,27.66,398304.0,0.0
2018-12-10 15:30:00,600276.XSHG,6700,59.0,395300.0,0.0
2018-12-10 15:30:00,600153.XSHG,54200,7.37,399454.0,0.0
2018-12-10 15:30:00,601668.XSHG,67400,5.93,399682.0,0.0
2018-12-10 15:30:00,600376.XSHG,60100,6.65,399665.0,0.0
2018-12-10 15:30:00,300144.XSHE,19900,20.08,399591.99999999994,0.0
2018-12-10 15:30:00,600919.XSHG,64300,6.21,399303.0,0.0
2018-12-11 15:30:00,000961.XSHE,0,6.16,0.0,0.0
2018-12-11 15:30:00,600009.XSHG,0,49.61,0.0,0.0
2018-12-11 15:30:00,601808.XSHG,0,9.49,0.0,-0.0
2018-12-11 15:30:00,300251.XSHE,0,7.83,0.0,-0.0
2018-12-11 15:30:00,600498.XSHG,0,27.6,0.0,0.0
2018-12-11 15:30:00,002466.XSHE,0,33.44,0.0,-0.0
2018-12-11 15:30:00,002450.XSHE,0,9.32,0.0,0.0
2018-12-11 15:30:00,000503.XSHE,21400,18.90733644859813,400608.0,-4009.000000000009
2018-12-11 15:30:00,601238.XSHG,0,10.29,0.0,0.0
2018-12-11 15:30:00,300003.XSHE,0,24.19,0.0,0.0
2018-12-11 15:30:00,002625.XSHE,0,8.72,0.0,0.0
2018-12-11 15:30:00,601021.XSHG,0,33.88,0.0,0.0
2018-12-11 15:30:00,601958.XSHG,0,6.07,0.0,0.0
2018-12-11 15:30:00,000963.XSHE,0,27.66,0.0,0.0
2018-12-11 15:30:00,600276.XSHG,0,59.0,0.0,0.0
2018-12-11 15:30:00,600153.XSHG,0,7.37,0.0,0.0
2018-12-11 15:30:00,601668.XSHG,0,5.93,0.0,-0.0
2018-12-11 15:30:00,600376.XSHG,0,6.65,0.0,0.0
2018-12-11 15:30:00,300144.XSHE,0,20.08,0.0,0.0
2018-12-11 15:30:00,600919.XSHG,0,6.21,0.0,0.0
2018-12-11 15:30:00,000568.XSHE,9400,42.46,399124.0,0.0
2018-12-11 15:30:00,600362.XSHG,30200,13.3,401660.0,0.0
2018-12-11 15:30:00,601857.XSHG,53000,7.58,401740.0,0.0
2018-12-11 15:30:00,600390.XSHG,52800,7.6,401280.0,0.0
2018-12-11 15:30:00,600900.XSHG,28000,14.31,400680.0,0.0
2018-12-11 15:30:00,600177.XSHG,51900,7.74,401706.0,0.0
2018-12-11 15:30:00,601877.XSHG,17200,23.35,401620.0,0.0
2018-12-11 15:30:00,600028.XSHG,68600,5.85,401310.0,0.0
2018-12-11 15:30:00,601360.XSHG,18300,21.91,400953.0,0.0
2018-12-11 15:30:00,002468.XSHE,23300,17.2,400760.0,0.0
2018-12-11 15:30:00,600019.XSHG,58300,6.89,401687.0,0.0
2018-12-11 15:30:00,000895.XSHE,17900,22.38,400602.0,0.0
2018-12-11 15:30:00,002925.XSHE,8400,47.7,400680.0,0.0
2018-12-11 15:30:00,600660.XSHG,18700,21.44,400928.0,0.0
2018-12-11 15:30:00,600050.XSHG,76200,5.27,401573.99999999994,0.0
2018-12-11 15:30:00,601111.XSHG,48300,8.31,401373.0,0.0
2018-12-11 15:30:00,000415.XSHE,104300,3.85,401555.0,0.0
2018-12-11 15:30:00,600606.XSHG,65400,6.14,401556.0,0.0
2018-12-11 15:30:00,600025.XSHG,135600,2.96,401376.0,0.0
